latitude,longitude,Actual_Fire,Predicted_Fire,Fire_Probability,Risk_Level
19.08401164,82.81430883,1,1,0.7193034130508695,HIGH
21.9976061,84.594052,0,1,0.6711293317695687,HIGH
18.77579857,83.04005528,1,1,1.0,HIGH
18.49920499,81.85787178,0,0,0.39406613731357565,MODERATE
18.20842256,82.21567005,1,0,0.34458474138479495,MODERATE
19.68156685,83.03277802,1,0,0.40289403445759214,MODERATE
19.92366483,83.94016496,1,1,0.9734649961437432,HIGH
21.82818256,85.24065732,0,0,0.4209474404694806,MODERATE
22.4415542,86.03548762,0,0,0.088022714550552,LOW
21.70574456,85.08030805,0,0,0.5061025082828288,MODERATE
18.60547875,82.7626546,0,0,0.1823249375152847,LOW
21.09443748,84.4222027,0,0,0.4127328370801726,MODERATE
19.75577075,84.72799001,0,0,0.516139269894984,MODERATE
20.17950575,82.75960012,0,1,0.5790457044093162,MODERATE
20.0573353,83.62593657,1,1,0.9606013976080062,HIGH
22.07701823,83.71837373,1,0,0.4629472190893954,MODERATE
21.4452305,85.50098856,1,1,0.5626852416021829,MODERATE
19.28828752,84.04841409,1,0,0.4967698454638753,MODERATE
19.80041527,84.57042322,0,0,0.21862996214836744,LOW
19.56757439,83.26795993,1,0,0.19480962623736142,LOW
20.06640511,83.13204207,1,0,0.36096084374215454,MODERATE
21.10252183,84.50511968,0,0,0.39961674115449985,MODERATE
19.69917584,84.87037357,1,1,0.5794759340083444,MODERATE
20.57260672,83.75718129,0,0,0.442241419321522,MODERATE
21.93490222,85.67193712,0,0,0.4467667440549884,MODERATE
20.79574906,85.4193335,0,0,0.16772002945275516,LOW
18.77372955,83.13590366,1,1,0.9697182591903808,HIGH
21.82512807,86.02749246,0,0,0.482645395867058,MODERATE
20.54574955,84.39570226,0,1,0.7803545808810723,HIGH
19.14302784,84.35105774,1,1,0.5748100784036707,MODERATE
20.84309133,85.11759059,0,0,0.29254064620061804,LOW
19.09802213,82.41491606,1,0,0.43419730261516043,MODERATE
19.35718509,84.27119524,0,0,0.06722840001542846,LOW
19.59308491,83.94501646,1,1,0.9879778694207162,HIGH
19.19494961,82.4962144,0,0,0.4017823533406883,MODERATE
19.53146013,83.18189928,1,1,0.7731929836591579,HIGH
19.07942768,84.43388109,1,1,0.9291141650760125,HIGH
19.69504226,84.01365094,1,1,0.9301440847295674,HIGH
19.69962621,82.99154472,1,1,0.5695194916402115,MODERATE
21.10809571,85.60402501,0,1,0.5569896196929742,MODERATE
