latitude,longitude,label,temp_c,rh,wind_ms,rain_mm,NDVI,Elevation,Slope,Month,DayOfYear
18.72067963,83.17857279,1,30.871,42.276,0.78,0.008,0.549,379,15.221,3,89
18.80285194,83.1356807,1,27.49,38.45,1.346,0.071,0.596,657,16.19,4,91
19.20384106,83.98660204,1,29.511,43.219,0.971,0.001,0.532,284,18.919,4,92
19.66043963,83.82864284,1,30.432,32.931,0.874,0.001,0.559,775,24.999,4,92
19.89347225,83.59475853,1,28.807,33.407,0.884,0.001,0.519,720,16.681,4,93
19.89642864,83.59763465,1,28.807,33.407,0.884,0.001,0.564,731,12.445,4,93
19.11043181,82.81891508,1,27.804,38.432,1.85,0.001,0.628,928,26.46,4,96
18.71914124,83.15042695,1,27.074,47.934,0.672,0.001,0.63,395,26.597,4,96
19.67869073,84.14845403,1,27.364,44.718,1.571,0.001,0.566,821,1.353,4,96
19.24020949,84.36666906,1,29.967,56.529,1.792,0.09,0.663,929,13.681,4,97
19.2202996,82.86947683,1,28.732,34.275,2.761,0.002,0.598,791,30.063,4,97
19.44751756,83.22855486,1,29.643,35.5,1.684,0.002,0.478,901,11.398,4,97
20.02940795,83.65717257,1,30.837,34.357,1.106,0.002,0.456,704,20.322,4,97
19.65396056,83.01809866,1,30.076,33.861,0.999,0.002,0.431,675,16.718,4,101
19.09925285,82.80306298,1,27.634,42.346,1.124,0.007,0.522,744,18.859,4,101
19.9359987,83.51302321,1,28.64,52.238,0.647,1.788,0.453,451,23.43,4,107
20.13924898,83.73058275,1,30.554,43.824,1.087,0.111,0.479,422,19.374,4,111
19.60974857,83.95437611,1,28.967,56.116,0.044,1.667,0.518,727,8.979,4,112
19.85168156,83.64656883,1,29.932,41.556,0.771,0.004,0.379,776,12.012,4,114
19.81760957,83.64128033,1,30.686,44.973,0.74,0.007,0.481,701,34.618,4,114
19.81716812,83.63773535,1,30.686,44.973,0.74,0.007,0.537,549,22.454,4,114
20.02399014,83.64563687,1,30.879,37.893,0.832,0.004,0.44,556,19.013,4,114
19.88330996,83.69396015,1,30.576,44.832,0.994,0.015,0.51,870,31.268,4,118
19.68244084,82.98190414,1,31.906,37.884,1.341,0.033,0.468,579,12.496,4,118
19.85631902,83.58122962,1,30.273,44.73,0.951,0.011,0.496,605,30.797,4,118
19.9204186,83.58380252,1,30.273,44.73,0.951,0.011,0.616,807,21.699,4,118
19.57701877,83.22068008,1,30.323,43.779,0.917,0.034,0.687,864,31.593,4,118
18.94603813,82.702265,1,27.829,53.149,1.732,0.618,0.585,957,18.364,4,118
