latitude,longitude,label,temp_c,rh,wind_ms,rain_mm,NDVI,Elevation,Slope,Month,DayOfYear
19.71926855,84.02107981,1,21.203,63.015,1.459,0.01,0.632,1005,2.949,3,60
17.83895036,82.72737865,1,23.609,73.962,0.874,1.021,0.515,132,10.634,3,62
18.93699062,83.2015773,1,24.869,60.607,0.357,0.019,0.612,543,15.415,3,75
19.58121924,84.29453864,1,25.54,51.194,0.896,0.002,0.592,590,17.961,3,77
17.86491125,82.65865499,1,26.12,52.762,0.755,0.013,0.569,825,34.22,3,77
19.50360859,83.89536437,1,28.155,44.949,0.657,0.139,0.549,407,3.705,3,78
18.80756075,83.29348829,1,28.668,47.107,0.603,0.007,0.672,297,4.974,3,79
17.87361095,82.66010865,1,26.587,59.185,0.708,0,0.561,925,25.145,3,79
19.597709,83.40264708,1,26.557,47.893,0.68,0,0.613,801,16.378,3,79
19.18752075,84.21742294,1,25.7,58.42,0.924,0.025,0.6,898,14.999,3,80
19.52038819,83.92833496,1,28.077,50.161,1.383,0.001,0.525,339,25.208,3,81
18.89429027,83.11480765,1,24.74,48.238,1.63,0.126,0.533,422,6.717,3,81
18.92702899,83.38426221,1,28.471,49.667,0.808,0.001,0.646,681,30.243,3,81
19.81831856,83.79662204,1,27.706,43.074,1.343,0.001,0.487,692,28.177,3,81
17.87069916,81.95806778,1,26.496,50.252,0.824,0.001,0.46,560,17.827,3,82
18.86198854,83.04688216,1,24.079,49.636,0.762,0.001,0.537,898,8.765,3,82
18.07386918,82.38790283,1,25.572,49.994,0.624,0.001,0.545,939,30.547,3,82
18.92832213,83.34575787,1,27.267,54.817,0.724,0.154,0.588,670,13.503,3,83
18.92446054,83.34268109,1,27.267,54.817,0.724,0.154,0.619,595,13.943,3,83
19.25489777,83.99887794,1,27.038,55.105,1.298,0.001,0.541,739,29.47,3,84
19.00450141,83.19123218,1,26.67,51.125,0.243,0.012,0.556,983,27.245,3,85
19.04267131,83.19067925,1,26.67,51.125,0.243,0.012,0.519,864,11.587,3,85
18.92574031,83.33172062,1,28.75,49.685,0.263,0.012,0.515,581,10.661,3,85
18.9670405,83.13593487,1,25.773,51.399,0.306,0.012,0.57,924,26.448,3,85
18.94436151,83.37212453,1,29.856,44.268,0.432,0.003,0.543,738,18.835,3,86
18.81359837,83.12410041,1,26.333,47.093,1,0.003,0.409,806,28.644,3,86
18.83926942,83.10887704,1,26.333,47.093,1,0.003,0.61,699,19.578,3,86
18.82294911,83.16291689,1,29.121,45.969,0.66,0.003,0.432,835,23.884,3,86
18.80954951,83.14808592,1,26.333,47.093,1,0.003,0.51,684,26.125,3,86
19.38730186,83.24732321,1,28.455,41.444,0.916,0,0.384,579,26.397,3,87
18.1406576,82.95881492,1,28.427,47.906,0.772,0,0.498,965,16.521,3,87
19.59435129,83.97422803,1,29.841,38.785,1.015,0,0.573,593,9.642,3,87
18.84321126,83.20437761,1,30.171,39.164,0.959,0.004,0.529,640,15.901,3,87
19.59823963,83.41290301,1,29.139,42.365,0.708,0,0.58,829,21.326,3,87
18.38931937,82.25154798,1,29.041,39.336,0.262,0.001,0.464,800,19.015,3,88
18.82043863,83.11727353,1,27.788,41.755,0.435,0.001,0.466,912,16.705,3,88
19.50965959,83.94496295,1,31.422,34.707,0.356,0.001,0.488,420,16.299,3,88
17.8349015,81.91787791,1,29.122,37.717,0.361,0.001,0.558,768,34.403,3,88
18.73992065,83.79414278,1,30.809,42.873,0.374,0.001,0.674,773,17.082,3,88
19.95730874,83.83148775,1,31.414,30.652,0.664,0.001,0.547,765,24.209,3,88
19.95808909,83.8317107,1,31.414,30.652,0.664,0.001,0.547,745,18.628,3,88
19.61632129,84.24926538,1,29.159,42.787,0.491,0.001,0.622,700,16.865,3,88
19.29568071,83.6942054,1,30.756,37.66,0.168,0.001,0.572,361,8.822,3,88
19.31987133,83.97746088,1,30.725,36.682,0.244,0.001,0.548,555,27.031,3,88
18.81967167,83.04052794,1,25.982,42.307,0.502,0.001,0.477,620,14.613,3,88
20.31223089,83.84668882,1,31.021,29.616,0.399,0.001,0.482,628,5.489,3,88
21.72861975,85.20570243,1,29.68,30.664,0.787,0.001,0.564,726,11.811,3,88
18.90402894,83.06791128,1,27.701,42.573,0.862,0.001,0.514,628,12.659,3,89
19.11807917,83.34165104,1,29.636,40.687,0.589,0.001,0.558,533,6.129,3,89
21.84730764,85.14080913,1,31.272,28.283,0.596,0.001,0.408,841,23.615,3,89
19.50840212,83.85504964,1,31.642,35.092,0.66,0.001,0.553,442,17.963,3,89
19.36306218,82.76999874,1,30.899,33.308,1.439,0.001,0.388,325,18.39,3,89
18.95904087,83.37156715,1,30.808,36.28,0.527,0.001,0.489,657,25.118,3,90
19.58142882,84.29274608,1,28.98,44.428,0.944,0.001,0.568,577,14.561,3,90
19.58042106,84.07623443,1,29.656,37.19,1.203,0.001,0.538,692,9.554,3,90
19.25129927,84.36530457,1,30.12,51.143,1.02,0.001,0.61,681,20.683,3,90
19.93961057,83.78224143,1,30.901,29.578,0.928,0.001,0.446,452,7.404,3,90
19.19499866,82.84999055,1,29.172,32.825,2.067,0.001,0.605,876,20.985,3,90
18.43568956,82.45420966,1,27.8,38.306,1.353,0.001,0.542,848,21.398,3,90
19.40503124,83.73198737,1,30.612,35.947,0.391,0.001,0.513,380,7.462,3,90
19.79242902,83.83281656,1,30.716,30.41,0.86,0.001,0.402,795,27.15,3,90
19.79151045,83.82803194,1,30.716,30.41,0.86,0.001,0.449,780,15.265,3,90
19.21724066,83.90798363,1,32.197,40.236,0.477,0.001,0.594,268,29.467,3,90
19.21596982,83.25164854,1,30.044,36.458,1.152,0.001,0.343,671,42.498,3,90
19.49220221,83.91658969,1,31.536,33.837,0.714,0.001,0.459,370,27.693,3,90
19.48982997,83.68388258,1,31.015,36.084,0.498,0.001,0.434,290,15.641,3,90
19.79479235,83.83384661,1,30.716,30.41,0.86,0.001,0.429,709,15.002,3,90
19.14060209,84.35507985,1,28.494,53.428,1.038,1.095,0.644,489,18.516,4,91
19.63401054,84.03965196,1,30.256,35.503,1.051,0.086,0.519,523,16.564,4,91
18.13981929,83.09718528,1,29.9,52.71,1.366,0.342,0.594,321,15.271,4,91
18.09155844,82.31118846,1,28.736,41.46,0.516,0.014,0.537,738,24.852,4,91
18.94112866,83.37433625,1,31.479,36.554,0.568,0.011,0.574,724,22.979,4,91
18.94784853,83.37502295,1,31.479,36.554,0.568,0.011,0.596,590,29.635,4,91
19.42635912,83.97474529,1,29.864,38.625,0.769,0.01,0.542,655,18.454,4,91
19.52301014,83.61831596,1,29.993,37.471,0.625,0.234,0.51,384,9.061,4,91
19.59206824,83.39498189,1,29.446,40.036,0.938,0.191,0.561,1046,22.663,4,91
19.61963886,84.04376325,1,30.256,35.503,1.051,0.086,0.558,687,11.996,4,91
19.83046961,83.80859918,1,30.484,32.056,0.783,0.014,0.467,680,3.406,4,91
19.59114966,83.33466363,1,29.443,38.525,1.169,0.145,0.455,595,11.184,4,91
19.61946049,84.04292494,1,30.256,35.503,1.051,0.086,0.558,669,26.769,4,91
19.52932868,83.6102985,1,29.993,37.471,0.625,0.234,0.493,564,30.624,4,91
19.72833836,83.79238143,1,30.989,33.766,0.694,0.015,0.432,562,21.578,4,91
18.70077866,81.99298255,1,30.152,35.961,1.036,0.012,0.557,758,11.567,4,92
17.82300016,81.91168422,1,28.125,40.982,0.855,0.033,0.47,961,8.322,4,92
19.19825827,84.17466016,1,27.724,48.104,1.157,0.123,0.539,844,23.731,4,92
19.20574064,83.98368132,1,29.511,43.219,0.971,0.001,0.544,283,16.873,4,92
19.20884863,83.9849923,1,29.511,43.219,0.971,0.001,0.55,445,14.551,4,92
19.2547194,84.00559781,1,29.37,40.62,1.018,0.012,0.554,733,18.066,4,92
19.73844715,83.92801837,1,29.249,34.853,1.034,0.012,0.452,862,30.736,4,92
20.29239235,83.78492581,1,30.503,24.717,1.423,0.012,0.504,653,15.331,4,92
17.99336903,82.3311251,1,27.478,49.093,0.493,0.241,0.442,1005,19.93,4,93
19.20789884,83.99234982,1,28.915,46.84,1.202,0.003,0.523,375,26.884,4,93
19.2787495,84.0049111,1,28.739,44.523,1.326,0.001,0.544,622,21.952,4,93
19.60835287,84.17799557,1,28.334,44.792,1.843,0.012,0.58,768,3.484,4,93
19.86883126,83.29004586,1,30.077,30.38,1.225,0.001,0.481,460,5.644,4,93
20.24892949,83.76223791,1,29.655,28.822,1.633,0.001,0.488,738,16.527,4,93
19.18021228,84.04551568,1,28.915,46.84,1.202,0.003,0.524,954,29.004,4,93
19.18530012,84.0258778,1,28.915,46.84,1.202,0.003,0.495,713,18.576,4,93
19.17790247,83.97038429,1,28.915,46.84,1.202,0.003,0.562,278,15.833,4,93
19.18549186,83.99836069,1,28.915,46.84,1.202,0.003,0.509,277,24.694,4,93
19.18908144,83.99542214,1,28.915,46.84,1.202,0.003,0.514,181,16.272,4,93
19.80668031,83.9623579,1,27.193,36.84,1.866,0.001,0.514,875,11.645,4,93
19.80983735,83.95702482,1,27.193,36.84,1.866,0.001,0.551,925,14.851,4,93
20.32772181,83.77689943,1,30.261,25.866,1.761,0.002,0.436,417,14.128,4,93
19.64934985,84.14478865,1,28.161,42.488,2.034,0.001,0.5,645,19.101,4,93
18.83089077,83.19180295,1,29.484,39.207,0.808,0.011,0.567,680,13.73,4,93
21.49774088,85.36122249,1,28.994,41.017,0.762,0.011,0.526,566,15.581,4,93
20.1414607,83.88851073,1,29.362,32.43,1.824,0.001,0.537,753,7.939,4,93
20.40306278,83.78362821,1,31.563,23.587,1.895,0.002,0.511,621,2.711,4,93
19.98990031,83.65705663,1,29.82,31.412,1.18,0.001,0.566,663,30.442,4,93
19.48625823,84.3678418,1,28.777,48.454,1.631,0.001,0.654,733,31.399,4,96
19.52018753,84.05378731,1,28.213,49.427,1.649,0.001,0.525,430,25.917,4,96
19.33521064,83.32475996,1,29.239,47.31,1.044,0.001,0.492,946,5.39,4,96
21.47326933,85.51820961,1,29.741,31.412,0.741,0.001,0.59,883,9.401,4,96
19.83248067,83.88173736,1,28.254,40.004,1.124,0.001,0.514,800,5.253,4,96
19.56225914,84.08463983,1,28.114,46.95,1.647,0.001,0.488,536,3.483,4,96
19.8759792,83.71164495,1,29.271,35.79,0.877,0.001,0.497,513,13.985,4,96
21.20542896,85.73757954,1,29.053,38.977,0.63,0.001,0.675,586,12.166,4,96
21.23983985,85.66104799,1,29.053,38.977,0.63,0.001,0.703,800,25.175,4,96
19.83499114,83.26110629,1,30.569,31.153,0.985,0.001,0.526,775,22.431,4,96
19.35088884,84.07071852,1,27.585,50.56,1.535,0.001,0.539,702,9.89,4,96
20.27622811,83.71056584,1,30.278,29.539,1.108,0.001,0.566,679,15.195,4,96
19.92254113,83.44201648,1,30.639,33.047,0.973,0.001,0.537,782,7.791,4,96
20.17334773,83.78072534,1,29.733,30.763,0.806,0.001,0.539,704,17.681,4,96
19.86208018,84.01839989,1,27.326,38.536,1.205,0.001,0.49,1116,8.346,4,96
19.93022862,83.87036219,1,28.596,38.694,1.021,0.001,0.517,637,18.473,4,96
20.27604083,83.71027154,1,30.278,29.539,1.108,0.001,0.566,691,18.328,4,96
19.90552966,83.69965442,1,30.187,35.788,0.915,0.002,0.557,805,26.566,4,97
19.6307108,83.3894749,1,30.338,38.07,0.886,0.002,0.686,830,21.951,4,97
18.46993991,82.41735073,1,27.771,43.14,1.683,0.002,0.505,547,21.28,4,97
18.46478965,82.41739533,1,27.771,43.14,1.683,0.002,0.486,620,17.3,4,97
20.15923022,84.09005764,1,30.148,33.547,2.411,0.002,0.498,692,12.46,4,97
19.80120007,83.65656167,1,30.62,37.291,0.755,0.002,0.573,642,30.214,4,97
19.81611131,83.81047646,1,30.23,38.086,0.956,0.002,0.523,818,23.885,4,97
18.07687016,81.98715004,1,29.951,46.899,1.033,0.002,0.464,651,2.095,4,97
20.13858012,83.57570479,1,31.919,32.558,1.26,0.002,0.508,308,4.052,4,97
21.47567724,85.42624511,1,31.067,36.599,1.006,0.002,0.402,656,17.046,4,97
18.78783815,83.17756058,1,31.364,34.732,1.585,0.005,0.577,880,25.162,4,98
19.60866055,83.95948178,1,30.137,38.722,1.564,0.006,0.536,702,20.601,4,98
20.03392948,83.58547914,1,30.868,32.38,1.287,0,0.485,487,8.515,4,98
20.0263713,83.62621303,1,30.868,32.38,1.287,0,0.501,446,10.129,4,98
20.01298062,83.61888227,1,30.868,32.38,1.287,0,0.484,585,23.827,4,98
19.69209033,83.81292897,1,31.643,32.943,1.245,0,0.504,476,16.272,4,98
19.06651858,84.33006875,1,28.055,54.949,1.436,0.249,0.644,684,29.161,4,98
18.35581814,82.21382844,1,29.992,42.912,1.017,0.003,0.529,661,5.605,4,98
19.74328081,83.90518331,1,30.287,35.725,1.469,0.001,0.385,694,23.429,4,98
19.82774956,83.51640321,1,31.45,33.333,0.951,0,0.546,433,14.908,4,98
22.18338117,85.20004383,1,31.309,30.391,0.726,0.021,0.602,542,3.142,4,98
20.40118104,83.93065815,1,32.543,24.538,2.207,0,0.494,661,5.409,4,98
21.81805148,85.20134589,1,30.219,29.402,0.964,0,0.539,688,16.355,4,98
21.64496256,85.22869801,1,31.686,31.316,0.95,0,0.564,836,7.008,4,98
19.16395886,84.18356499,1,28.146,44.771,1.24,3.025,0.71,1006,18.862,4,99
19.16342823,84.17990853,1,28.146,44.771,1.24,3.025,0.668,881,19.446,4,99
19.16407926,83.97509756,1,28.987,47.446,0.946,2.646,0.611,638,33.37,4,99
19.6693177,83.82698851,1,29.594,39.816,1.175,1.671,0.514,640,22.194,4,99
19.67546234,83.82234213,1,29.594,39.816,1.175,1.671,0.483,483,20.148,4,99
19.67934176,83.82547688,1,29.594,39.816,1.175,1.671,0.479,512,14.847,4,99
19.6307108,83.92867385,1,29.021,42.412,1.115,1.537,0.511,447,8.346,4,99
19.63178099,83.75775205,1,29.599,41.936,1.033,0.825,0.471,262,11.184,4,99
21.41077949,85.50930924,1,30.642,36.432,1.113,1.659,0.576,663,14.426,4,99
19.78466127,83.78481434,1,29.401,37.996,1.328,2.406,0.478,664,33.866,4,99
19.84600958,83.94553372,1,28.259,40.484,1.443,2.891,0.583,877,23.738,4,99
20.22081932,83.73455135,1,30.15,32.334,1.486,0.132,0.502,750,16.587,4,99
20.11894224,84.12439718,1,28.544,36.22,2.043,0.41,0.562,908,26.484,4,99
20.22291956,83.74288095,1,30.15,32.334,1.486,0.132,0.493,761,23.89,4,99
19.92565804,83.53047167,1,29.457,35.437,1.099,0.216,0.562,713,35.669,4,99
19.9525598,83.84657289,1,29.851,31.841,0.249,0.063,0.474,778,14.593,4,100
19.6458004,83.14810821,1,27.792,32.501,0.062,0.001,0.474,762,25.986,4,100
19.32742951,83.1677996,1,27.3,40.168,0.281,0.176,0.637,860,15.585,4,100
19.67495846,83.19962867,1,29.014,31.558,0.065,0.001,0.532,767,13.627,4,100
20.30361145,83.76011092,1,29.678,29.142,0.118,0.024,0.488,493,7.102,4,100
18.77136177,81.88598642,1,29.561,37.388,0.53,0.017,0.658,686,13.364,4,100
21.48492096,85.52583467,1,27.465,43.258,0.518,0.244,0.564,713,11.792,4,100
20.56602955,84.20612358,1,30.552,28.97,0.218,0.002,0.49,429,11.923,4,100
22.19790892,85.29902695,1,29.029,27.915,0.362,0.001,0.41,358,5.894,4,100
19.8325208,84.00190567,1,26.576,40.57,0.351,0.038,0.592,1081,9.912,4,100
17.93844182,81.85894197,1,28.092,41.187,0.212,0.011,0.541,560,17.086,4,100
19.65305982,83.14417975,1,29.3,30.816,0.057,0.001,0.58,725,23.383,4,100
20.20061959,83.66638953,1,29.501,32.083,0.092,0.039,0.498,573,10.505,4,100
20.19767213,83.66148452,1,29.501,32.083,0.092,0.039,0.5,550,5.548,4,100
22.63639017,85.29139743,1,29.723,23.833,0.569,0.002,0.519,491,14.053,4,101
18.71432987,83.69782173,1,29.007,64.53,1.597,1.841,0.652,512,21.935,4,102
20.26040276,83.70300321,1,29.198,41.968,1.436,0.597,0.473,638,8.669,4,102
18.72236071,82.51394824,1,25.856,48.445,1.315,0.68,0.492,864,23.875,4,102
18.20432018,82.22036103,1,27.489,55.876,0.784,0.001,0.593,527,12.106,4,102
18.62182136,82.4464107,1,26.478,49.882,1.135,0.753,0.515,811,24.957,4,102
18.62220038,82.45020093,1,26.478,49.882,1.135,0.753,0.631,793,17.08,4,102
19.52416059,84.28415785,1,26.485,60.97,1.147,1.917,0.706,788,19.322,4,102
19.86730179,83.2910224,1,28.874,50.161,1.022,1.63,0.413,496,15.501,4,103
19.67380802,82.99984756,1,28.734,44.459,0.83,0.931,0.477,701,27.489,4,103
19.80012097,83.61032971,1,27.073,60.745,1.321,2.832,0.585,507,5.026,4,103
19.62510126,82.96050937,1,27.1,46.981,0.939,1.469,0.492,872,18.888,4,103
19.62411134,82.96024183,1,27.1,46.981,0.939,1.469,0.492,906,17.94,4,103
19.79506881,83.83278089,1,27.526,54.739,1.316,0.019,0.397,683,19.791,4,104
19.53420248,83.96970204,1,27.705,59.504,0.702,1.417,0.53,290,3.705,4,104
19.65676979,83.94563182,1,26.951,57.888,0.965,0.779,0.507,816,18.083,4,104
19.66080082,83.94891371,1,26.951,57.888,0.965,0.779,0.618,953,25.671,4,104
19.60630169,83.91670117,1,27.821,57.135,0.862,0.726,0.47,426,11.99,4,104
19.68326131,83.930239,1,26.951,57.888,0.965,0.779,0.552,370,5.482,4,104
19.25083999,83.18247005,1,27.159,50.653,0.687,0.138,0.529,719,13.219,4,105
20.2126012,83.76188564,1,29.277,41.325,0.561,0.1,0.494,673,7.939,4,105
19.95540025,83.56507875,1,29.255,42.545,0.638,0.02,0.569,700,23.482,4,105
19.95597993,83.56123947,1,29.255,42.545,0.638,0.02,0.561,582,11.16,4,105
19.19413806,84.05824195,1,27.907,60.354,0.897,0.207,0.623,464,29.714,4,106
19.13991985,84.34664323,1,26.549,64.345,0.808,0.488,0.722,683,15.154,4,106
19.95527093,83.57115205,1,29.735,39.121,0.667,0.037,0.548,618,10.127,4,106
19.32854874,83.3166444,1,26.903,74.23,0.655,6.963,0.571,870,21.214,4,108
17.83075899,81.84538184,1,26.692,61.902,0.36,2.092,0.559,935,20.035,4,108
19.8796312,83.31572582,1,28.228,64.15,0.801,3.002,0.395,555,16.017,4,108
20.18161044,83.79241264,1,28.409,54.813,0.457,0.693,0.495,719,6.155,4,108
17.83185147,81.8391168,1,26.539,61.236,0.534,2.29,0.531,910,26.842,4,110
17.85187729,81.84854334,1,27.468,60.769,0.516,1.722,0.558,769,21.38,4,110
17.91678843,81.88461301,1,26.69,63.309,0.496,2.625,0.5,923,17.699,4,110
19.57031228,83.12586176,1,27.745,48.373,0.222,0.083,0.505,701,26.783,4,110
20.1964102,83.71147104,1,29.912,43.258,0.422,0.128,0.546,746,13.78,4,110
20.17993828,83.73690575,1,29.912,43.258,0.422,0.128,0.505,512,13.402,4,110
19.65546773,82.96238666,1,29.796,42.111,0.255,0.07,0.47,831,13.626,4,110
20.24175926,83.72152631,1,29.912,43.258,0.422,0.128,0.541,768,7.402,4,110
19.12528062,82.79908546,1,27.048,57.536,1.07,0.363,0.554,765,17.66,4,111
19.37500811,82.97076977,1,27.329,50.568,1.063,0.136,0.514,824,29.09,4,111
19.88542803,83.56223385,1,28.343,52.941,0.805,0.982,0.486,667,17.121,4,112
19.6310274,82.94146009,1,30.155,48.938,0.754,0.005,0.507,636,20.441,4,112
19.92247871,83.51463294,1,30.341,42.588,0.584,0.111,0.439,481,29.615,4,113
19.81399769,83.25673638,1,30.437,44.791,0.48,0.174,0.531,754,15.837,4,113
19.79312018,83.83141194,1,30.046,48.485,0.607,0.009,0.364,718,33.418,4,113
21.46152852,85.53336163,1,30.475,42.485,0.433,0.042,0.487,868,9.631,4,113
17.99232114,81.81947446,1,30.659,56.821,0.479,0.151,0.608,444,17.786,4,114
19.77265737,83.8405308,1,29.993,47.281,0.879,0.001,0.425,904,17.661,4,114
19.84798942,83.65051959,1,30.686,44.973,0.74,0.007,0.63,851,17.197,4,114
19.84749892,83.6465822,1,30.686,44.973,0.74,0.007,0.623,899,29.121,4,114
19.8180421,83.64478519,1,30.686,44.973,0.74,0.007,0.621,719,10.704,4,114
19.69794959,83.89504331,1,29.217,51.626,0.903,0.004,0.375,859,24.184,4,114
19.81263767,83.63475667,1,30.686,44.973,0.74,0.007,0.59,485,18.034,4,114
20.21384083,83.68836398,1,31.379,37.437,1.115,0.002,0.452,503,10.44,4,114
21.51258076,85.38358489,1,31.632,38.548,0.986,0.034,0.573,705,3.128,4,114
18.87265025,84.36805584,1,29.717,71.434,1.867,3.928,0.483,222,15.343,4,114
19.99280765,83.8957969,1,29.78,46.902,0.988,0.003,0.56,908,19.675,4,114
18.67834046,81.98993698,1,29.668,57.725,0.891,1.568,0.655,709,12.221,4,116
19.95261777,83.91050748,1,30.509,43.373,0.738,0.001,0.59,985,21.996,4,116
19.85654198,83.89417379,1,29.774,46.671,0.844,0.001,0.529,733,3.833,4,116
19.98450034,83.83241078,1,31.704,39.61,0.685,0,0.569,711,17.792,4,116
19.96431845,83.64154788,1,31.433,37.419,0.706,0,0.497,723,20.203,4,116
21.48036822,85.52555821,1,30.526,45.182,0.68,0.067,0.495,681,16.4,4,116
22.33840182,85.42376585,1,33.694,22.683,0.426,0,0.453,392,5.894,4,116
20.06233841,83.92912422,1,31.221,39.714,0.658,0,0.527,747,21.312,4,116
19.9937396,83.8557185,1,30.509,43.373,0.738,0.001,0.493,577,32.499,4,116
19.97498908,83.83590672,1,31.704,39.61,0.685,0,0.537,666,20.753,4,116
19.7327172,83.90955323,1,29.754,51.238,1.186,0.015,0.46,842,20.149,4,117
19.86686034,83.58354835,1,30.409,42.912,1.272,0.007,0.549,656,10.143,4,117
19.86174129,83.58167107,1,30.409,42.912,1.272,0.007,0.556,691,23.373,4,117
18.0908316,81.94510072,1,30.532,58.637,0.957,0.239,0.526,949,7.085,4,117
19.87229152,83.76351321,1,30.841,46.252,1.04,0.02,0.541,407,11.06,4,118
19.85499913,83.57570479,1,30.273,44.73,0.951,0.011,0.603,674,9.397,4,118
19.86941986,83.57759991,1,30.273,44.73,0.951,0.011,0.59,617,11.06,4,118
21.47333176,85.46127135,1,30.013,50.36,0.726,1.414,0.526,606,14.144,4,118
21.81167943,85.21868287,1,30.523,40.353,1.063,0.123,0.621,997,5.892,4,118
18.37719953,81.33383823,1,30.061,58.293,1.579,0.389,0.588,670,8.51,4,118
18.37192887,81.33434211,1,30.061,58.293,1.579,0.389,0.621,667,17.836,4,118
19.89274988,83.69142738,1,30.576,44.832,0.994,0.015,0.628,773,12.51,4,118
19.84551016,83.58274125,1,30.988,48.369,0.984,0.045,0.55,578,27.424,4,118
19.58398834,83.21396468,1,30.323,43.779,0.917,0.034,0.66,980,7.39,4,118
19.91819797,83.56709427,1,30.273,44.73,0.951,0.011,0.625,640,24.239,4,118
19.91299866,83.57100044,1,30.273,44.73,0.951,0.011,0.622,667,28.362,4,118
19.96096967,83.62802342,1,31.252,40.839,0.949,0.006,0.531,671,0.987,4,118
20.12898859,84.13791717,1,29.152,51.93,1.234,0.31,0.633,754,20.143,4,118
18.08919957,81.92616292,1,30.494,55.144,0.803,0.001,0.585,794,14.787,4,118
18.8893585,83.39151716,1,30.517,58.195,0.522,1.184,0.698,408,9.751,4,118
21.42023278,85.50253141,1,31.672,48.346,0.518,1.039,0.716,740,15.269,4,118
21.79432015,85.22512181,1,30.523,40.353,1.063,0.123,0.603,746,22.766,4,118
20.21607038,83.71830684,1,31.841,38.442,1.146,0.012,0.575,613,11.695,4,119
19.70157038,82.97522887,1,32.04,37.119,1.335,0.003,0.473,656,24.01,4,119
19.62899851,83.22293193,1,30.282,43.125,0.872,0.005,0.523,699,6.753,4,119
19.90499011,83.67337694,1,30.647,41.811,0.924,0.009,0.586,1022,30.495,4,119
18.02782896,82.26421183,1,26.842,68.958,0.686,2.947,0.612,873,21.792,4,119
19.98859826,83.59615423,1,31.267,39.188,0.865,0.014,0.603,811,29.606,4,119
19.98412132,83.59734481,1,31.267,39.188,0.865,0.014,0.568,700,24.186,4,119
19.97376283,83.62788965,1,31.267,39.188,0.865,0.014,0.479,835,30.943,4,119
19.93106247,83.61839177,1,30.398,41.617,0.86,0.008,0.455,791,11.365,4,119
19.92650081,83.6190205,1,30.398,41.617,0.86,0.008,0.551,770,27.319,4,119
19.92223791,83.66387014,1,30.647,41.811,0.924,0.009,0.45,806,1.972,4,119
21.7925811,85.22030598,1,30.619,40.299,1.526,0.051,0.484,776,23.653,4,119
19.62820033,83.01854903,1,29.562,43.716,1.249,0.096,0.444,818,20.441,4,120
19.97234929,83.55207156,1,31.258,37.869,0.646,0.016,0.499,504,12.925,4,120
19.85593108,83.56543548,1,30.369,40.618,0.647,0.022,0.534,659,13.112,4,120
19.94079223,83.63033324,1,30.369,40.618,0.647,0.022,0.53,718,9.535,4,120
19.80298817,83.56620245,1,31.084,43.595,0.679,0.028,0.495,484,12.64,4,120
20.2049583,83.72236017,1,31.694,36.332,1.21,0.487,0.512,704,7.415,5,121
20.03145022,83.84401782,1,31.331,40.004,0.937,0.243,0.518,659,9.082,5,121
19.32693009,83.3152487,1,29.492,55.298,1.158,1.468,0.563,752,31.963,5,121
19.97448966,83.58870753,1,31.358,36.031,1.005,0.066,0.461,713,19.673,5,121
20.25898031,83.69066042,1,31.297,43.503,1.747,0.898,0.625,765,12.175,5,122
21.18528721,85.6767797,1,28.949,66.099,1.843,2.442,0.717,521,22.906,5,123
20.28506159,83.67315845,1,30.283,47.947,1.722,0.634,0.656,522,12.772,5,124
19.00943763,82.71286874,1,26.831,60.212,0.976,0.186,0.523,775,16.458,5,125
20.27452027,83.74516401,1,29.428,50.862,1.094,0.311,0.567,627,12.242,5,125
20.21713164,83.77854038,1,28.889,48.583,1.365,0.399,0.523,635,6.522,5,125
20.2175285,83.77588722,1,28.889,48.583,1.365,0.399,0.537,650,12.805,5,125
19.72103881,83.92581111,1,27.367,62.095,1.896,0.11,0.457,811,14.707,5,127
19.71571019,83.9194123,1,27.367,62.095,1.896,0.11,0.57,806,4.042,5,127
21.69618871,85.18654613,1,28.862,54.551,1.947,0.398,0.606,643,13.844,5,127
19.27404961,83.24474139,1,26.965,69.009,1.19,4.214,0.74,843,33.207,5,128
19.2747809,83.24450506,1,26.965,69.009,1.19,4.214,0.718,817,21.237,5,128
21.65858065,85.19541082,1,30.224,46.436,2.204,0.035,0.58,783,12.018,5,128
19.79485923,83.65956265,1,28.708,63.044,1.338,1.39,0.605,448,14.115,5,128
19.80132047,83.66278658,1,28.708,63.044,1.338,1.39,0.659,505,9.246,5,128
19.90240829,83.8929074,1,27.882,62.497,1.624,0.454,0.524,737,5.644,5,128
20.22072122,83.66973831,1,29.888,53.311,1.792,0.036,0.545,610,13.198,5,128
19.07850911,84.40131181,1,28.532,66.074,1.78,2.433,0.668,767,15.773,5,129
18.97746142,84.31754314,1,27.66,65.425,1.772,1.757,0.715,913,23.004,5,129
21.74478845,85.1087036,1,29.174,59.84,1.686,4.521,0.574,525,11.847,5,129
21.73212906,85.22231258,1,28.123,59.687,2.038,4.996,0.514,661,13.648,5,129
19.44292022,83.6293344,1,29.465,52.584,0.938,0.007,0.668,586,26.804,5,133
21.59494036,85.36308194,1,31.943,38.592,0.302,0.011,0.505,578,13.515,5,133
19.67654145,83.8840873,1,30.119,46.599,1.206,0.002,0.621,815,14.847,5,133
18.95867077,84.24207285,1,29.181,62.967,0.95,0.653,0.764,519,17.706,5,133
19.35215076,83.17870211,1,28.771,46.279,1.403,0.012,0.534,764,20.736,5,134
19.8327393,83.70364532,1,31.645,36.462,1.168,0,0.746,506,7.892,5,134
